,label,judul,Unnamed: 0,stop
1156,1,ahok walikota berlin,,ahok walikota lin
1157,1,marak penculikan anak pelaku sadis keji,,marak culi anak laku sadis keji
1158,1,mengkonsumsi sayap ceker ayam disuntik hormon menyebabkan kanker,,konsumsi sayap ceker ayam suntik hormon sebab kanker
1159,1,poster acara parade kebudayaan dukung ahok,,poster acara parade budaya dukung ahok
1160,1,akun media sosial erick thohir for president,,akun media sosial erick thohir for president
1161,1,orng kaya wuhan stress menghamburkan uang,,orng kaya wuhan stress hambur uang
1162,1,johnny g plate menteri kominfo gebrakan gratis telepon,,johnny g plate menteri kominfo gebrak gratis telepon
1163,1,menag allah arab berdoa masjid pakai bahasa indonesia,,menag allah arab doa masjid pakai bahasa indonesia
1164,1,makanan kaleng produksi thailand tularkan hivkembali,,makan kaleng produksi thailand tular hivkembali
1165,1,goobernur anis bukti otentik panitera mahkamah internasional,,goobernur anis bukti otentik panitera mahkamah internasional
1166,1,kebijakan peniadaan pendidikan agama sekolah,,bijak tiada didik agama sekolah
1167,1,tukang kungfu diajak mk cukong,,tukang kungfu ajak mk cukong
1168,1,mengintimidasi asn bawahannya,,intimidasi asn bawah
1169,1,salam jari kubu caprescawapres salam jari lgbt china,,salam jari kubu caprescawapres salam jari lgbt china
1170,1,menginap gratis peserta reuni alumni,,inap gratis serta reuni alumni
1171,1,stnk mati kendaraan bodong,,stnk mati kendara bodong
1172,1,himbauan ulama habaib kiyai pimpinan pondok pesantren indonesia memilih jokowi presiden,,himbauan ulama habaib kiyai pimpin pondok pesantren indonesia pilih jokowi presiden
1173,1,babinsa diisukan terlibat hoax penyerangan ulama kodam i penjelasan,,babinsa isu libat hoax serang ulama kodam i jelas
1174,1,terima dipecat yansen binti pembakaran sekolah perintah prabowo,,terima pecat yansen binti bakar sekolah perintah prabowo
1175,1,bahaya sinar kosmik melewati bumi malam,,bahaya sinar kosmik lewat bumi malam
1176,1,lowongan pekerjaan pt badak lng,,lowong kerja pt badak lng
1178,1,gudang senjata israel meledak,,gudang senjata israel ledak
1179,1,ratusan tubuh anak didalam mobil van thailand,,ratus tubuh anak dalam mobil van thailand
1180,1,menteri energi jepang membungkuk menit bentuk permintaan maaf,,menteri energi jepang bungkuk menit bentuk minta maaf
1181,1,surat ajakan debat terbuka diadakan pengurus cabang muhammadiyah jember,,surat aja debat buka ada urus cabang muhammadiyah jember
1182,1,shoppe bantah umumkan pemenang jutawan shoppe,,shoppe bantah umum menang jutawan shoppe
1183,1,muncul isu penculikan purbalingga kepolisian nyatakan,,muncul isu culi purbalingga polisi nyata
1184,1,moeldoko pendukung prabowo yg mengakui kemengan jokowi tangkap,,moeldoko dukung prabowo aku kan jokowi tangkap
1185,1,sesar batui balantak picu gempa tsunami,,sesar batu balantak picu gempa tsunami
1186,1,bersatu nomor,,satu nomor
1187,1,jokowi bank dana nasabah proyek,,jokowi bank dana nasabah proyek
1188,1,ketua kpu saudara kandung soe hok gie,,ketua kpu saudara kandung soe hok gie
1189,1,indonesia mengetahuinya,,indonesia tahu
1190,1,golden fireworm,,golden fireworm
1191,1,kepulangan timnas brasil disambut lemparan batu telur penggemar,,pulang timnas brasil sambut lempar batu telur gemar
1192,1,syndrome juling,,syndrome juling
1193,1,pemerintah jokowi lanjutkan proyek kereta cepat pasca putusan pengadilan tiongkok,,perintah jokowi lanjut proyek kereta cepat pasca putus adil tiongkok
1194,1,ketum pan zulkifli hasan habib rizieq tokoh ulama penggadai agama,,tum pan zulkifli hasan habib rizieq tokoh ulama gadai agama
1195,1,michael essien gabung persebaya surabaya,,michael essien gabung baya surabaya
1196,1,sari roti berubah nama garmelia,,sari roti ubah nama garmelia
1197,1,pleasesaveburma,,pleasesaveburma
1198,1,kristenisasi rusun dki mencantumkan video anakanak berjilbab menyanyikan lagu rohani nasrani,,kristen rusun dki cantum video anakanak jilbab nyanyi lagu rohani nasrani
1199,1,foto agustus jutaan warga jerman turun jalan menolak kemerdekaannya dirampas dalih virus sepele,,foto agustus juta warga jerman turun jalan tolak merdeka rampas dalih virus sepele
1200,1,foto presiden jokowi pelawak istana negara dikaitkan,,foto presiden jokowi lawak istana negara kait
1201,1,fanpage facebook bantuan samsung pendidikan adakan program bantuan pendidikan,,fanpage facebook bantu samsung didik adakan program bantu didik
1202,1,foto a letter from golkar island,,foto a letter from golkar island
1203,1,gambar perempuan berjilbab syari tulisannya wife and doughter of panglima polim,,gambar perempuan jilbab syar tulis wife and doughter of panglima polim
1204,1,calon pns siapkan uang,,calon pns siap uang
1205,1,alami kebocoran pipa pdam bandarmasih nyatakan,,alami bocor pipa pdam bandarmasih nyata
1206,1,kejadian kapal fery makassar selayar tenggelam jam siang,,jadi kapal fery makassar layar tenggelam jam siang
1207,1,hadiah cek tunai whatsapp,,hadiah cek tunai whatsapp
1208,1,demo hongkong menolak campur tangan fihak negara china komunis,,demo hongkong tolak campur tangan fihak negara china komunis
1209,1,hasil penyadapan mabes polri rencana densus utk penangkapan perwira tni aktif,,hasil sadap mabes polri rencana densus utk tangkap perwira tni aktif
1210,1,sinyal internet berhentikan indonesia,,sinyal internet henti indonesia
1211,1,pesan ajakan konvoi resmi arema,,pesan aja konvoi resmi arema
1212,1,pks ajak dukung poligami website dukungpoligamicom,,pks ajak dukung poligami website dukungpoligamicom
1213,1,video kampanye capres bahasa mandarin,,video kampanye capres bahasa mandarin
1214,1,pwnu jawa timur menangkan prabowo sandi,,pwnu jawa timur menang prabowo sandi
1215,1,tercyduk mall istri sandi langsung kosongkan tas seharga juta,,tercyduk mall istri sandi langsung kosong tas harga juta
1216,1,perkelahian debt collector vs warga wiyung surabaya,,kelahi debt collector vs warga wiyung surabaya
1217,1,racun vaksin yg tebarkan,,racun vaksin tebar
1218,1,novotel semarang saksi bisu permainan sudirman said ida fauziyah,,novotel semarang saksi bisu main sudirman said ida fauziyah
1219,1,cak lontong warga jateng pilih nomor,,cak lontong warga jateng pilih nomor
1220,1,video planet nibiru video of planet nibiru,,video planet nibiru video of planet nibiru
1221,1,garam palsu serpihan kaca,,garam palsu serpih kaca
1222,1,rekomendasi pengacara m mahendra maskur sinaga antisipasi pelanggaran privasi,,rekomendasi acara m mahendra maskur sinaga antisipasi langgar privasi
1223,1,tanggapan polri terkait isu sipil papua bersenjata perang,,tanggap polri kait isu sipil papua senjata perang
1224,1,patung brung garuda disertai pancasila tulisan cina,,patung brung garuda serta pancasila tulis cina
1225,1,panglima tni diganti,,panglima tni ganti
1226,1,satpol pp pasang spanduk kampanye ahok djarot,,satpol pp pasang spanduk kampanye ahok djarot
1227,1,pdip surat rekomendasi fachrorisafrial,,pdip surat rekomendasi fachrorisafrial
1228,1,foto tenaga medis merangkai bacot,,foto tenaga medis rangkai bacot
1229,1,surat panggilan wawancara kerja pt angkasa pura ii juni,,surat panggil wawancara kerja pt angkasa pura ii juni
1230,1,pasien cimahi kabur rumah sakit,,pasien cimahi kabur rumah sakit
1231,1,video pemuda wanita selandia masuk islam,,video pemuda wanita selandia masuk islam
1232,1,enam penumpang kapal pelabuhan samudera terduga positif corona,,enam tumpang kapal labuh samudera duga positif corona
1233,1,biaya tilang indonesia,,biaya tilang indonesia
1234,1,gunung dieng salatiga,,gunung dieng salatiga
1235,1,pemusnahan babi massal thailand,,musnah babi massal thailand
1236,1,surat wakalah infra struktur dana haji,,surat wakalah infra struktur dana haji
1237,1,rekening gendut jokowi negeri dilaporkan,,rekening gendut jokowi negeri lapor
1238,1,pesta gay season city jakarta barat,,pesta gay season city jakarta barat
1239,1,begal jembatan sambaliung berau kalimantan timur,,begal jembatan sambaliung rau kalimantan timur
1240,1,pelayanan sim libur minggu,,layan sim libur minggu
1241,1,razia stnk tanggal februari,,razia stnk tanggal februari
1242,1,pesan berantai catut kepolisian namanama kiai sasaran pki,,pesan beranta catut polisi namanama kiai sasar pki
1243,1,beredar isu perihal kartu kuning dikeluarkan zaadit taqwa pesanan fz fh,,edar isu perihal kartu kuning keluar zaadit taqwa pesan fz fh
1244,1,besok peraturan komunikasi,,besok atur komunikasi
1245,1,video tabung gas meledak digoyanggoyangkan,,video tabung gas ledak digoyanggoyangkan
1246,1,kemensetneg perintahkan pengibaran bendera tiang,,kemensetneg perintah kibar bendera tiang
1247,1,balita rohingya menyusu jasad ibunya,,balita rohingya susu jasad ibu
1248,1,pengurus masjid alwaqfiyah salemba jakarta layani doa solat kematian warga mendukung kafir,,urus masjid alwaqfiyah salemba jakarta layan doa solat mati warga dukung kafir
1249,1,peluru gas airmata diujicobakan peserta aksi november,,peluru gas airmata diujicobakan serta aksi november
1250,1,boneka asli annabelle melarikan museum warren,,boneka asli annabelle lari museum warren
1251,1,flyer perjalanan terganggu surat keterangan hasil rapid tes,,flyer jalan ganggu surat terang hasil rapid tes
1252,1,majalah italia menggambarkan,,majalah italia gambar
1253,1,video salah muslimah kerana islam,,video salah muslimah rana islam
1254,1,ratik tagak,,ratik tagak
1255,1,narkoba china tiang pancang proyek infrastruktur,,narkoba china tiang pancang proyek infrastruktur
1256,1,ayo diralat kebijakannya,,ayo ralat bijak
1257,1,aksi bunuh kawasan sukoharjo,,aksi bunuh kawasan sukoharjo
1258,1,ustaz abdul somad juru kampanye prabowosandi,,ustaz abdul somad juru kampanye prabowosandi
1259,1,server kpu jawa barat down diserang masive,,server kpu jawa barat down serang masive
1260,1,video orang makamkan hidup,,video orang makam hidup
1261,1,proyek meikarta diberhentikan,,proyek meikarta henti
1262,1,polisi melarang produksi penjualan kaos,,polisi larang produksi jual kaos
1263,1,astaga sholat,,astaga sholat
1265,1,lowongan kerja pt pupuk sriwidjaja,,lowong kerja pt pupuk sriwidjaja
1266,1,putri raja salman cantik,,putri raja salman cantik
1267,1,kominfo menginisiasi system big data cyber security,,kominfo inisiasi system big data cyber security
1268,1,ridwan kamil dicaci maki,,ridwan kamil caci maki
1269,1,papa kilo kode pki,,papa kilo kode pki
1270,1,tulisan sarlito wirawan sarwono lgbt,,tulis sarlito wirawan sarwono lgbt
1271,1,bkmg menyarankan menaruh baskom air dicampur garam hujan cepat turun,,bkmg saran taruh baskom air campur garam hujan cepat turun
1272,1,surat panggilan kerja pt kai agustus,,surat panggil kerja pt kai agustus
1273,1,video detikdetik jembatan wuhan runtuh,,video detikdetik jembatan wuhan runtuh
1274,1,informasi berisi rombongan gangster samarinda membunuh orang,,informasi isi rombong gangster samarinda bunuh orang
1275,1,foto pemerintah jawa timur sdh buah kurantin tki yg bru pulang negri,,foto perintah jawa timur sdh buah kurantin tki bru pulang negri
1276,1,pesan undian berhadiah pt pertamina,,pesan undi hadiah pt pertamina
1277,1,sabobase kelakuan kubu sebelah,,sabobase laku kubu belah
1278,1,ahok gedung dprmpr tibatiba bau taik,,ahok gedung dprmpr tibatiba bau taik
1279,1,susunan kabinet ii jokowiamin,,susun kabinet ii jokowiamin
1280,1,maruf amin cari suara doang diganti,,maruf amin cari suara doang ganti
1281,1,listrik dipadamkan bergilir jam,,listrik padam gilir jam
1282,1,stroke kambuh prabowo batal orasi politik acara fraksi pks,,stroke kambuh prabowo batal orasi politik acara fraksi pks
1283,1,letda inf agus prayogo meraih medali emas ajang asian games tanggal agustus,,letda inf agus prayogo raih medali emas ajang asi games tanggal agustus
1284,1,jelang asian games jakarta cakep bravo aniessandi,,jelang asi games jakarta cakep bravo aniessandi
1285,1,rudi hartono legenda bulu tangkis meninggal,,rudi hartono legenda bulu tangkis tinggal
1286,1,kemkominfo help desk registrasi kartu prabayar,,kemkominfo help desk registrasi kartu prabayar
1287,1,pembunuh berantai memancing korban bayi menangis,,bunuh beranta pancing korban bayi menang
1288,1,istri ahok pribumi indonesia rakyat aja ngerepotin pemimpin,,istri ahok pribumi indonesia rakyat aja ngerepotin pimpin
1289,1,year end fun walk lippo karawaci terkait aksi tandingan,,year end fun walk lippo karawaci kait aksi tanding
1290,1,wn china jakarta bela ahok,,wn china jakarta bela ahok
1291,1,rayhaneh jabbari dihukum gantung pemerintah iran,,rayhaneh jabbari hukum gantung perintah iran
1292,1,data pertumbuhan ekonomi aceh,,data tumbuh ekonomi aceh
1293,1,tangkapan layar berita rk ajak abu janda relawan uji vaksin buatan china,,tangkap layar berita rk ajak abu janda rawan uji vaksin buat china
1294,1,fpa dukung jokowi syarat laskar diangkat pns,,fpa dukung jokowi syarat laskar angkat pns
1295,1,dirut rsui direktur rsui staff rsui dirawat rsui terkena covid,,dirut rsui direktur rsui staff rsui rawat rsui kena covid
1296,1,daftar virus berasal china,,daftar virus asal china
1297,1,erick thohir nyamar tukang bakso bongkar skandal ari garuda,,erick thohir nyamar tukang bakso bongkar skandal ari garuda
1298,1,kecelakaan beruntun tol pemalang akibat searah tibatiba arah,,celaka untun tol malang akibat arah tibatiba arah
1299,1,saatsaat korban kecelakaan pesawat ethiopian airlines boeing,,saatsaat korban celaka pesawat ethiopian airlines boeing
1300,1,postingan facebook tutut soeharto menyindir jokowi pembangunan jalan tol,,postingan facebook tutut soeharto sindir jokowi bangun jalan tol
1301,1,rumah sakit jiwa kampret,,rumah sakit jiwa kampret
1302,1,air mineral meledak kepanasan mobil,,air mineral ledak panas mobil
1303,1,keajaiban amerika kanada matahari,,ajaib amerika kanada matahari
1304,1,pemerintah memantau jalur komunikasi media sosial masyarakat,,perintah pantau jalur komunikasi media sosial masyarakat
1305,1,running text metro tv istighosah tanggal februari dirumah djan faridz dihadiri kiai said aqil siroj,,running text metro tv istighosah tanggal februari rumah djan faridz hadir kiai said aqil siroj
1306,1,antasari azhar memiliki akun twitter,,antasari azhar milik akun twitter
1307,1,presiden mengundang pelaku pembakaran masjid tolikara,,presiden undang laku bakar masjid tolikara
1308,1,pidato lengkap jokowi negara berhutang pinjaman negeri,,pidato lengkap jokowi negara hutang pinjam negeri
1309,1,nyanyian yg kenyataan menyedihkan,,nyanyi nyata sedih
1310,1,jokowi jarang busana jawa kuno gak pede,,jokowi jarang busana jawa kuno gak pede
1311,1,satpol pp pakai sepeda brompton harga seratus juta hasil foyafoya uang rakyat,,satpol pp pakai sepeda brompton harga ratus juta hasil foyafoya uang rakyat
1312,1,pemudapemudi mengatasnamakan universitasperguruan foto ktp,,pemudapemudi mengatasnamakan universitasperguruan foto ktp
1313,1,bupati luwu utara terbaring rs terjatuh motornya bansos,,bupati luwu utara baring rs jatuh motor bansos
1314,1,video italian millionaire terjun bagunan keluarga nya kena virus corona,,video italian millionaire terjun bagunan keluarga kena virus corona
1315,1,kim jong un mengenakan kemeja putih bertuliskan bersih merakyat kerja nyata,,kim jong un kena kemeja putih tulis bersih rakyat kerja nyata
1316,1,china bangun rumah sakit lantai,,china bangun rumah sakit lantai
1317,1,surat berisi cuti libur natal tanggal desember,,surat isi cuti libur natal tanggal desember
1318,1,video habib rizieq shihab bandara juanda,,video habib rizieq shihab bandara juanda
1319,1,subjudul cover majalah tempo ahok dijadikan bos pertamina menguasai blok masela,,subjudul cover majalah tempo ahok jadi bos pertamina kuasa blok masela
1320,1,virus babi hog cholera menular manusia,,virus babi hog cholera tular manusia
1321,1,pt waskita karya bantah adakan interview rekruitmen karyawan,,pt waskita karya bantah adakan interview rekruitmen karyawan
1322,1,pesan singkat arahan kapolri tni tunduk hukum kepolisian,,pesan singkat arah kapolri tni tunduk hukum polisi
1323,1,susunan kabinet kerja jilid ii jokowi maruf,,susun kabinet kerja jilid ii jokowi maruf
1324,1,jokowi bilang pki bersalah mengancam,,jokowi bilang pki salah ancam
1325,1,dihapusnya kementerian agama diganti namanya,,hapus menteri agama ganti nama
1326,1,komputer membedakan nyata data tercatat,,komputer beda nyata data catat
1327,1,parah pesawat kepresidenan dijual,,parah pesawat presiden jual
1328,1,kahmi menyelenggarakan deklarasi dukungan anies baswedan capres,,kahmi selenggara deklarasi dukung anies baswedan capres
1329,1,kadisdik sumsel mengklarifikasi selebaran aksi kelulusan pelajar hoaks,,kadisdik sumsel klarifikasi selebaran aksi kelulus ajar hoaks
1330,1,presiden korea utara agama islam masuk korea utara,,presiden korea utara agama islam masuk korea utara
1331,1,dai arifin ilham unggah postingan foto ribuan umat muslim rohingya dibakar hiduphidup,,dai arifin ilham unggah postingan foto ribu umat muslim rohingya bakar hiduphidup
1332,1,pembuat desain roti al maidah,,buat desain roti al maidah
1333,1,syiah menyerang saudi musim haji,,syiah serang saudi musim haji
1334,1,aplikasi idoser narkoba digital,,aplikasi idoser narkoba digital
1335,1,pernyataan jokowi ekonomi indonesia terjun bebas utang,,nyata jokowi ekonomi indonesia terjun bebas utang
1336,1,narasi poster ahy ketua partai demokrat periode,,narasi poster ahy ketua partai demokrat periode
1337,1,video lockdown spanyol,,video lockdown spanyol
1338,1,obama mencalonkan presiden kenya,,obama calon presiden kenya
1339,1,parutan kelapa sebabkan kremian,,parut kelapa sebab kremian
1340,1,ditjen bea cukai angkat bicara terkait munculnya informasi tawaran hadiah pulsa masyarakat info jasa titip barang bermerek,,ditjen bea cukai angkat bicara kait muncul informasi tawar hadiah pulsa masyarakat info jasa titip barang merek
1341,1,polisi bantah viralnya penampakan pocong wilayah tangerang,,polisi bantah viralnya tampak pocong wilayah tangerang
1342,1,pln benarbenar malu etika,,pln benarbenar malu etika
1343,1,tangkapan layar artikel web kpu diretas temuan mengejutan jokowi angkat isu pki,,tangkap layar artikel web kpu retas temu kejut jokowi angkat isu pki
1344,1,petik buah rambutan gratis kandang harimau kebun binatang surabaya,,petik buah rambutan gratis kandang harimau kebun binatang surabaya
1345,1,pemberitahuan pemenang undian bank bri,,pemberitahuan menang undi bank bri
1346,1,foto pelajar smp pegang spanduk berisi kritikan jokowi kerjanya utang jual aset,,foto ajar smp pegang spanduk isi kritik jokowi kerja utang jual aset
1347,1,kadis pendidikan kota bengkulu klarifikasi terkait ujian bermuatan sex bebas,,kad didik kota bengkulu klarifikasi kait uji muat sex bebas
1348,1,china menghancurkan dunia,,china hancur dunia
1349,1,gambar rilis divisi humas polri kelengkapan sepeda motor disunting,,gambar rilis divisi humas polri lengkap sepeda motor sunting
1350,1,guys tolong beli cokelat snickers guys please dont buy snickers chocolate bar,,guys beli cokelat snickers guys please dont buy snickers chocolate bar
1351,1,jogja tionghoa metro tipu penjajah,,jogja tionghoa metro tipu jajah
1352,1,hujan batu panas erupsi gunung agung menimpa desa dukuh bali,,hujan batu panas erupsi gunung agung timpa desa dukuh bal
1353,1,kisruh liga drama laga mitra kukar melawan bhayangkara fc lanjutan kompetisi gojektraveloka akibat kebohongan mitra kukar,,kisruh liga drama laga mitra kukar lawan bhayangkara fc lanjut kompetisi gojektraveloka akibat bohong mitra kukar
1354,1,indonesia dibodohkan air mineral,,indonesia bodoh air mineral
1355,1,banser mengangkat salib,,banser angkat salib
1356,1,penyalahgunakan nama cnn indonesia telegram chat,,penyalahgunakan nama cnn indonesia telegram chat
1357,1,my roti kloning sari roti,,my roti kloning sari roti
1358,1,firza kunci,,firza kunci
1359,1,buntut penerapan psbb palembang batas operasional akses,,buntut terap psbb palembang batas operasional akses
1360,1,video amerika penjarahan ketakutan virus corona,,video amerika jarah takut virus corona
1361,1,spanduk larangan bersholawat,,spanduk larang bersholawat
1362,1,melawan diancam proses hukum berjalan,,lawan ancam proses hukum jalan
1363,1,profesor gabe bin abdulah berasal amerika latin kagum pendukung prabowo,,profesor gabe bin abdu asal amerika latin kagum dukung prabowo
1364,1,foto ra kartini berjilbab berkaca mata,,foto ra kartini jilbab kaca mata
1365,1,pria misteri berkumis,,pria misteri kumis
1366,1,pencairan tunjangan raya pensiunan pegawai negeri sipil tanggal juni,,cair tunjang raya pensiun pegawai negeri sipil tanggal juni
1367,1,produkproduk bumbu penyedap masakan mengandung babi,,produkproduk bumbu sedap masakan kandung babi
1368,1,pakar it dubai chat habieb rizieq shihabfirza palsu,,pakar it dubai chat habieb rizieq shihabfirza palsu
1369,1,jadwal seleksi penetapan sk cpns,,jadwal seleksi tetap sk cpns
1370,1,larangan sholat istana,,larang sholat istana
1371,1,fotofoto korban rohingya,,fotofoto korban rohingya
1372,1,merugikan daging beku,,rugi daging beku
1373,1,tertangkap pelaku pembunuhan modus operandi gantung babinsa,,tangkap laku bunuh modus operandi gantung babinsa
1374,1,pohon natal lambang sumatera barat,,pohon natal lambang sumatera barat
1375,1,lagu corona dr bimbo lagu kenyataan,,lagu corona dr bimbo lagu nyata
1376,1,video buaya dusun lopang driyorejo gresik,,video buaya dusun lopang driyorejo gresik
1377,1,uym sindir uas menceraikan istri halnya kedzaliman,,uym sindir uas cerai istri hal kedzaliman
1378,1,foto artikel madinah dilanda gempa tanda dajjal persembunyiannya,,foto artikel madinah landa gempa tanda dajjal sembunyi
1379,1,jin parkiran gedung dpr hadir agenda pelantikan jokowimaruf,,jin parkir gedung dpr hadir agenda lantik jokowimaruf
1380,1,foto viral lutfi alfiandi cover majalah internasional,,foto viral lutfi alfiandi cover majalah internasional
1381,1,bandara terminal sukarno hata terpasang kilat cina air line selamat cina indonesia,,bandara terminal sukarno hata pasang kilat cina air line selamat cina indonesia
1382,1,lahan tni al surabaya dieksekusi pengadilan pengembang cina,,lahan tni al surabaya eksekusi adil kembang cina
1383,1,wanita aceh utara korban kejahatan dibuang mobil,,wanita aceh utara korban jahat buang mobil
1384,1,ribuan warga baduy bergerak ibukota,,ribu warga baduy gerak ibukota
1385,1,jokowi hapus pendidikan agama islam terpilih presiden,,jokowi hapus didik agama islam pilih presiden
1386,1,anggota panwaslu kpu buka belang lembaganya,,anggota panwaslu kpu buka belang lembaga
1387,1,sore awan berdoa,,sore awan doa
1388,1,makar disampaiken kemarin,,makar disampaiken kemarin
1389,1,rumah sakit jiwa kecebong,,rumah sakit jiwa kecebong
1390,1,dukungan kaj pgi wilayah dki acara paskah monas,,dukung kaj pgi wilayah dki acara paskah monas
1391,1,sekjen psi maaf sms laporan diteruskan,,sekjen psi maaf sms lapor terus
1392,1,anies ngatasin banjir nabi nuh nyerah,,anies ngatasin banjir nabi nuh nyerah
1393,1,ketua kpud depok ditetapkan tersangka korupsi anggaran pilkada depok,,ketua kpud depok tetap sangka korupsi anggar pilkada depok
1394,1,foto biksu wirathu dieksekusi pasukan militan,,foto biksu wirathu eksekusi pasu militan
1395,1,anies sandi dituduh telat acara rapat pleno,,anies sandi tuduh telat acara rapat pleno
1396,1,menuliskan kode muncul nama mark zuckerberg bukti akun dihack,,tulis kode muncul nama mark zuckerberg bukti akun dihack
1397,1,fotofoto perbudakan papua barat,,fotofoto budak papua barat
1398,1,mark zuckerberg ancam tutup facebook indonesia karna kerap dibully netizen,,mark zuckerberg ancam tutup facebook indonesia karna kerap dibully netizen
1399,1,kamis besok fpipa demo dpr ri stok makanan rumah menipis lumayan nasi,,kamis besok fpipa demo dpr ri stok makan rumah tip lumayan nasi
1400,1,foto kaesang mengenakan kaos logo palu arit,,foto kaesang kena kaos logo palu arit
1401,1,sri mulyani pemerintah pusat memiliki uang membayar utang pemprov dki jakarta,,sri mulyani perintah pusat milik uang bayar utang pemprov dki jakarta
1402,1,data aceh korban,,data aceh korban
1403,1,ketangkap biang penyebar virus corona agen tka china,,tangkap biang sebar virus corona agen tka china
1404,1,foto dampak lockdown italia,,foto dampak lockdown italia
1405,1,diduga terinfeksi virus corona warga depok diisolasi,,duga infeksi virus corona warga depok isolasi
1406,1,kecewa menteri grace natalie pintar kupas buah salak,,kecewa menteri grace natalie pintar kupas buah salak
1407,1,kalimat kh maimun zubair meninggal rizieq shihab,,kalimat kh maimun zubair tinggal rizieq shihab
1408,1,serangan teroris algeria,,serang teroris algeria
1409,1,penjelasan penanganan hipotermia disetubuhi,,jelas tangan hipotermia tubuh
1410,1,prabowo marah ulama tokoh masyarakat madura,,prabowo marah ulama tokoh masyarakat madura
1411,1,video kecelakaan pelajar tergilas bus cileungsi bogor,,video celaka ajar gilas bus cileungsi bogor
1412,1,whatsapp mengumpulkan dana kali gambar dibagikan,,whatsapp kumpul dana kali gambar bagi
1413,1,poster habib rizieq shihab tarik dukungan prabowo,,poster habib rizieq shihab tarik dukung prabowo
1414,1,tau rezim jokowi anti islam,,tau rezim jokowi anti islam
1415,1,narapidana kabur rutan sialang bungkuk pekanbaru,,narapidana kabur rutan sialang bungkuk pekanbaru
1416,1,trump ketakutan mendengar suara takbir,,trump takut dengar suara takbir
1417,1,prabowo berhutang triliun rupiah,,prabowo hutang triliun rupiah
1418,1,pesan berantai air pam palembang mati asian games,,pesan beranta air pam palembang mati asi games
1419,1,koran china memuat foto anak china berktp bandung,,koran china muat foto anak china berktp bandung
1420,1,bajingan tengik pki terangterangan,,bajing tengik pki terangterangan
1421,1,kemendikbud melarang game mobile legends dianggap berbahaya,,kemendikbud larang game mobile legends anggap bahaya
1422,1,pemberitahuan aksi demo,,pemberitahuan aksi demo
1423,1,pembegal penjambret balas dendam,,begal jambret balas dendam
1424,1,video trailer film riyanto,,video trailer film riyanto
1425,1,pt astra honda motor indonesia bagibagi motor honda cbr rr,,pt astra honda motor indonesia bagibagi motor honda cbr rr
1426,1,taharrush budaya pemerkosaan massal kuno ala bangsa arab menyebar eropa,,taharrush budaya perkosa massal kuno ala bangsa arab sebar eropa
1427,1,buka puasa jalanan kota london inggris,,buka puasa jalan kota london inggris
1428,1,abu janda cina kafir,,abu janda cina kafir
1429,1,video pembacaan ayat suci alquran presiden erdogan masjid hagia shopia,,video baca ayat suci alquran presiden erdogan masjid hagia shopia
1430,1,gambar tangkapan layar berita vivacoid berjudul kementan produksi massal kalung antivirus corona foto headline kalung bertaring,,gambar tangkap layar berita vivacoid judul tan produksi massal kalung antivirus corona foto headline kalung taring
1431,1,pesta homo seksual italia mewabah,,pesta homo seksual italia wabah
1432,1,pesan berantai whatsapp warga yogyakarta terjangkit virus corona,,pesan beranta whatsapp warga yogyakarta jangkit virus corona
1433,1,reynhard sinaga dipulangkan tanah air,,reynhard sinaga pulang tanah air
1434,1,polisi pastikan korban meninggal aksi mahasiswa solo,,polisi pasti korban tinggal aksi mahasiswa solo
1435,1,opini dahlan iskan menyembah tuhan mengabaikan kemanusiaan,,opini dahlan iskan sembah tuhan abai manusia
1436,1,madura kacau ribuan warga sampang madura kepung kpu tuntut kecurangan massa bentrok polisi,,madura kacau ribu warga sampang madura kepung kpu tuntut curang massa bentrok polisi
1437,1,kwik kian gie kpk selidiki apel kebangsaan pemprov jateng,,kwik kian gie kpk selidik apel bangsa pemprov jateng
1438,1,hadiri pki,,hadir pki
1439,1,tentara merah rrc berkamuflase banser,,tentara merah rrc kamuflase banser
1440,1,foto unjuk driver gojek hasil suntingan,,foto unjuk driver gojek hasil sunting
1441,1,polsek kintap mengamankan diduga membagikan uang sembako pemilu,,polsek kintap aman duga bagi uang sembako milu
1442,1,km wilayah indonesia diambil malaysia,,km wilayah indonesia ambil malaysia
1443,1,rumah kosong berhantu beli motor,,rumah kosong hantu beli motor
1444,1,jco mengandung minyak babi,,jco kandung minyak babi
1445,1,bahaya tanaman penyebab leukimia,,bahaya tanam sebab leukimia
1446,1,foto pelaku penjarahan mini market november selepas aksi,,foto laku jarah mini market november lepas aksi
1447,1,foto rasul nya cebong,,foto rasul cebong
1448,1,pesan berantai pemerintah menyediakan laptop gratis siswa guru,,pesan beranta perintah sedia laptop gratis siswa guru
1449,1,form pendataan usaha mikro ultra mikro,,form data usaha mikro ultra mikro
1450,1,pesan fadli zon sby kena bully masak dibilang ikan buntal,,pesan fadli zon sby kena bully masak bilang ikan buntal
1451,1,warga mb ketapang kotawaringin timur diperbolehkan shalat jumat tarawih masjid,,warga mb ketapang kotawaringin timur boleh shalat jumat tarawih masjid
1452,1,pesan berantai taman raya tahap v zona merah,,pesan beranta taman raya tahap v zona merah
1453,1,video hati yg suka mkn tlr orang cina bunuh orang tuh plan,,video hati suka mkn tlr orang cina bunuh orang tuh plan
