,label,text,databersih
626,1.0,"Video FKPPI dari Bandung sudah berkumpul di Monas, siap siaga apabila RUU HIP di-syahkan oleh DPR *FKPPI dari Bandung sudah berkumpul di Monas, siap siaga segala kemungkinan terjadi apabila RUU HIP di-syahkan oleh DPR.* *Revolusi jihad mati syahid atau hidup mulia, bela negara dari ancaman Komunisme..!*”",video fkppi bandung kumpul monas siaga ruu hip di-syahkan dpr fkppi bandung kumpul monas siaga ruu hip di-syahkan dpr revolusi jihad mati syahid hidup mulia bela negara ancam komunisme
627,1.0,30 Pembantu Baru Positif Corona di Penjaringan Pembantu yang baru datang 30 Orang di tes semuanya positif Corona,bantu positif corona jaring bantu tes positif corona
628,1.0,"Foto SUDJIATMI DISIKSA DI ALAM BARZAKH SUDJIATMI DISIKSA DI ALAM BARZAKH Hj. Sudjiatmi ( Ibu Presiden Jokowi) Tersiksa di alam kubur secara sadis, secara brutal dan sangat kejam. Tanpa ampunan. Disaat tgl. 25 april 2020 bulan lalu Jenazah H. Sudjiatmi di semayamkan ke alam kubur, entah tiba2 hanya seorang yang belum beranjak dari makamnya. Beliau ternyata Presiden Joko Widodo.",sudjiatmi siksa alam barzakh sudjiatmi siksa alam barzakh sudjiatmi presiden jokowi siksa alam kubur sadis brutal kejam ampun tgl april  2020  jenazah sudjiatmi semayam alam kubur tiba 2  anjak makam beliau nyata presiden joko widodo
629,1.0,"Berdamai dengan Corona yang Dimaksud Jokowi adalah Pemerintah Telah Kalah dan Menyerah ASTAGHFIRULLAH, KEMARIN “BERSAMA KITA LAWAN VIRUS CORONA” SEKARANG “AYO KITA BERDAMAI DNGN VIRUS CORONA” ARTINYA PEMERINTAH TELAH KALAH DAN MENGIBARKAN BENDERA PUTIH TANDA MENYERAH.”",damai corona maksud jokowi perintah kalah serah astaghfirullah lawan virus corona damai dngn virus corona arti perintah kalah kibar bendera putih tanda serah
630,1.0,"Penerima Stiker pada Pesan Whatsapp Dikenakan Sejumlah Biaya Tahukah teman2 ku di group ini… Kenapa menggunakan stiker, menguntungkan pembuat nya,, Setiap stiker atau gambar yg saudaraku krmkan di wa ini pembayarannya dibebankan kpd yg menerima Rp.250,-.",stiker whatsapp kena biaya teman 2  group stiker untung stiker gambar saudara krmkan bayar beban kpd  250 
631,1.0,Foto  Mahfud MD Mengaku Mirip Ashraf Ingin Nikahi BCL Mengaku Mirip Ashraf Pria ini Ingin Nikahi BCL,mahfud ashraf nikah bcl ashraf pria nikah bcl
632,1.0,"Telah diculik Umur anak 5 bulan, Kejadian d Angkot lebak bulus parung Ibunda si bayi dihipnotis Telah diculik Keponakan Dari ibu yulianah
 Umur anak 5 bulan
 Jenis kelamin perempuan
 Kejadian d Angkot lebak bulus parung
 Ibunda si bayi dihipnotis d Angkot, Diturunkan di pondok cabe oleh pelaku.penculikan
 Kejadian Hari sabtu 29feb 2020 sekitar jam 16.00",culik umur anak angkot lebak bulus parung ibunda bayi hipnotis culik keponakan yulianah umur anak kelamin perempuan angkot lebak bulus parung ibunda bayi hipnotis angkot turun pondok cabe laku culi sabtu  29 feb  2020  jam
633,1.0,"Virus Corona Sudah Sampai di Apartemen Taman Anggrek Dapet Info dari Client, Virus Corona udah sampe sini. di Apartement TA udah ada org wuhan yg kena tp management tutup2i. Supaya mall bs beroperasi dan mrk ga rugi. barusan bgt dpt info dr client saya yg suaminya org cina, mrk ada komunitas org cina di indo dan mrk kasih tau utk jauhi apartement TA dan sekitarnya",virus corona apartemen taman anggrek dapet client virus corona udah sampe apartement udah org wuhan kena management tutup 2 i mall operasi mrk rugi barusan bgt dpt client suami org cina mrk komunitas org cina indo mrk apartement
634,1.0,"Pesan Berantai Biaya Tilang Baru BIAYA tilang terbaru di indonesia: Kapolri baru mantap
 
 1. Tidak ada STNK
 
 Rp. 50,000
 
 2. Tdk bawa SIM
 
 Rp. 25,000
 
 3. Tdk pakai Helm
 
 Rp. 25,000",beranta biaya tilang biaya tilang indonesia kapolri mantap stnk tdk bawa sim tdk helm
635,1.0,"usus ibunya dimakan oleh Bayi ini Bayi ini 11 bln dlm perut ibunya.
 Habis usus ibunya dimakan oleh Bayi ini, kemudian dokter mengoprasi ibunya untuk mengeluarkan Bayi ini… Ketika Bayi ini keluar, dia gigit tangan perawat… Setelah 3 jam si Perawat meninggal, IBU Bayi ini pun meninggal setelah Bayi ini keluar… Bayi ini lahir dgn berat 8 kg, setelah 3 jam bertambah naik beratnya menjadi 13 kg… Bayi ini lahir hari jumat, tidak tahu Allah ingin kasi peringatan apa untuk kita semua… Bayi ni kemudian dibunuh, dokter memberinya suntik mematikan sampai 17 kali baru bayi ini mati… Ini kisah benar-benar terjadi di India… Wallahu A’lam",usus makan bayi bayi bln dlm perut habis usus makan bayi dokter mengoprasi bayi bayi gigit tangan awat jam awat tinggal bayi tinggal bayi bayi lahir jam bayi lahir jumat allah kasi bayi bunuh dokter suntik mati bayi mati kisah india wallahu lam
636,1.0,"Foto awan mengerikan di Jepang Ngeri si, semoga tmn2 yg ada disana selamat amin yrb #PrayForJapan",awan keri jepang ngeri moga tmn 2  selamat amin yrb prayforjapan
637,1.0,"Narasi Presiden Korea Utara menghukum pejabatnya yang korupsi Presiden Korea Utara menghukum pejabatnya yang terlibat dalam kasus korupsi dihadapan para awak media cetak dan elektronik.
 
 Caranya ?
 Berrjalan bergandengan tangan lalu…
 Plung ! Dibawahnya kandang BUAYA……!!! Luaaaar biasaaa…!!!",narasi presiden korea utara hukum jabat korupsi presiden korea utara hukum jabat libat korupsi hadap awak media cetak elektronik berrjalan gandeng tangan plung kandang buaya luaar biasaa
638,1.0,"Ketua KPU Umroh Bareng Jokowi ANEH !! MENJELANG HARI H PEMILU KOQ BISA2NYA KETUA KPU UMROH BARENG JOKOWI ??? PADAHAL BANYAK MASALAH DI KPU SAAT INI TERUTAMA DI KPLN.
BUKANKAH INI PELANGGARAN ???",ketua kpu umroh bareng jokowi aneh jelang milu koq bisa 2 nya ketua kpu umroh bareng jokowi kpu utama kpln langgar
639,1.0,"Tiket Promo Kereta Api Hut BUMN 21 jalan2 naik kereta yuuuuk
 
 Hayo jalan2… Tiket KA Promo…",tiket promo kereta api hut bumn jalan 2  kereta yuuk hayo jalan 2  tiket promo
640,1.0,Simulasi orang Gila di bawa ke TPS saat pemilu nanti Simulasi orang Gila di bawa ke TPS saat pemilu nanti.Pertama terjadi Di Dunia.!,simulasi gila bawa tps milu simulasi gila bawa tps milu dunia
641,1.0,"BROADCAST WHATSAPP INFO TEST SELEKSI GTT/PTT Tabe.. Siapa tahu ada keluargata yg guru SMA, ini ada info",broadcast whatsapp test seleksi gtt ptt tabe keluargata guru sma
642,1.0,"Puan Maharani Buka Posko Logistik di Reuni 212 INFO. BUAT ALUMNI 212 HARAP HINDARI POSKO 14 DI MONAS, POSKO 14 MILIK PUAN MAHARANI YANG MENUJU KE ISTIQLAL. SEBARKAN AGAR JAMA’AH YANG LAIN TAU",puan maharani buka posko logistik reuni  212  alumni  212  harap hindar posko monas posko milik puan maharani tuju istiqlal sebar jama
643,1.0,Penerbangan Pesawat Hercules Gratis Ke Palu Untuk Keluarga Korban Gempa dan Tsunami Jadwal Hercules malam ini jam 19.00 dan 03.00 subuh besok. Di Lanud Makassar.,terbang pesawat hercules palu keluarga korban gempa tsunami jadwal hercules malam jam subuh besok lanud makassar
644,1.0,"Capt. Pribadi adalah pengemudi pesawat yang mengijinkan Hj. Neno Warisman “… Capt. Pribadi adalah pengemudi pesawat yang mengijinkan Hj. Neno Warisman, sang dedengkot gerakan makar #2019GantiKhilafah untuk menggunakan sistem pengeras suara pesawat beberapa waktu lalu …”",capt pribadi kemudi pesawat mengijinkan neno warisman capt pribadi kemudi pesawat mengijinkan neno warisman dedengkot gera makar  2019 gantikhilafah sistem keras suara pesawat
645,1.0,Dua Alquran Yang diklaim Sebagai Al-Quran Palsu Kembali Beredar ini alqur’an palsu karang orang kafir,alquran klaim al-quran palsu edar alqur palsu karang kafir
646,1.0,"Yel-yel Kecebong Yang Merencanakan Untuk Menyusup di CFD Ane sebarin deh videonya. Nih liat yel-yel kecebong yg merencanakan untuk menyusup di CFD untuk menghancurkan HASTAG #2019GantiPresiden.
 Cc. @BangPino_ @NetizenTofa @zarazettirazr @roninkhalid @Ndoro__Putrie @RestyCayah @ardi_riau
 “….DAN ALLAH SEBAIK-BAIK PEMBALAS TIPU DAYA”",yel kecebong rencana susup cfd ane sebarin video liat yel kecebong rencana susup cfd hancur hastag  2019 gantipresiden bangpino netizentofa zarazettirazr roninkhalid ndoro putrie restycayah ardi riau allah balas tipu daya
647,1.0,"Kecam Pernyataan Said Aqil, Neno Warisman: Kami Para Ibu Tidak Terima! Kecam Pernyataan Said Aqil, Neno Warisman: Kami Para Ibu Tidak Terima!
 Pernyataan kontroversial Ketua PBNU Said Aqil Siradj yang mengatakan “nonton film porno lebih baik daripada dengarkan ceramah radikal karena sambil istighfar” mendapat kecaman dari pegiat pendidikan anak Neno Warisman. Dia menuliskan kemarahannya dalam tulisan berikut ini:…",kecam nyata said aqil neno warisman kecam nyata said aqil neno warisman nyata kontroversial ketua pbnu said aqil siradj nonton film porno dengar ceramah radikal istighfar kecam giat didik anak neno warisman marah
648,1.0,Konser Anies - Sandi No 3 Menang Telak #KONSER GUE 3 MENANG TELAK,konser anies sandi menang telak konser gue menang telak
649,1.0,"Poster Aksi Damai Bela Islam 5 Yang Mencantumkan Nama dan Foto Gatot Nurmantyo Beredarnya poster aksi damai bela Islam 5 menjadi viral di media sosial. Sebab, di dalam poster tersebut terdapat nama dan foto Panglima TNI Jenderal Gatot Nurmantyo",poster aksi damai bela islam cantum nama gatot nurmantyo edar poster aksi damai bela islam viral media sosial poster nama panglima tni jenderal gatot nurmantyo
650,1.0,: Pernyataan Danjen Kopassus Dukung FPI TNI umumnya WARAS kecuali wereng coklat…kenapa gitu yah ? masa sih sejarah buruk harus terulang kembali…kan serem bgt. DANJEN KOPASSUS :FPI ITU ORMAS TERBESAR DAN SUKA MEMBANTU MEMBERANTAS KEMAHSIATAN. YANG HARUS DIBUBARKAN ORMAS PREMAN YANG SUKA MEMBEKINGI KEMAHSIATAN DAN SUKA BIKIN RESAH MASYARAKAT.,nyata danjen kopassus dukung fpi tni kecuali wereng coklat gitu yah sejarah buruk rem bgt danjen kopassus fpi ormas suka bantu berantas kemahsiatan bubar ormas preman suka beking kemahsiatan suka bikin resah masyarakat
651,1.0,"Gambar Salib Pada Barang Bantuan Bencana hati hati, dan Harus teliti menerima segala bentuk bantuan korban gempa. Kami mendapatkan gambar salib di handuk bantuan yg di edarkan",gambar salib bantu bencana teliti bentuk bantu korban gempa gambar salib handuk bantu edar
652,1.0,AKSI 212 DAPAT PENGHARGAAN REKOR DUNIA Tersebar gambar dua piagam yang menyatakan jika aksi 212 mendapat penghargaan dari REKOR DUNIA,aksi  212  harga rekor dunia sebar gambar piagam nyata aksi  212  harga rekor dunia
653,1.0,Tulisan Mana teriakan Saya Pancasila mu? Oleh Dr Abdul Muti MEd Mana teriakan “Saya Pancasila mu ?” Oleh : Dr Abdul Mu’ti Med (Sekum PP Muhamadyah),ria pancasila abdul muti med ria pancasila abdul med sekum muhamadyah
654,1.0,"Petugas Rapid Test Jarang Mengganti Sarung Tangan, Bisa Tularkan Covid-19 dari Pasien Sebelumnya Bila tiba-tiba anda/panjenengan terjebak dalam oprasi rapid tes dadakan/ujug ujug datang petugas yang mengharuskan mengikuti rapid tes, maka perlu diperhatikan sarung tangan petugs, kalau sarung tangan yang dipakai hanya itu-itu saja (satu) yang dipakai, tanpa ganti ganti, dimana setelah petugas itu pegang orang/oasien yang rapid tes, kemudian tanpa ganti sarung tangan petugas lalu memegang anda/panjenengan, maka disinilah letak rawannya penularan virus nya, karena kita ngga tau dan petugas pun ngga tau, apakah orang yang dipegang sebelum kita tadi, orang tersebut positif/reaktif atau negatif.. jadi penularan bukan karena kita berada ditempat umum saja, akan tetapi saat rapid tes dilakukan massal",tugas rapid test jarang sarung tangan tular covid- 19  pasien panjenengan jebak oprasi rapid tes dada ujug ujug tugas rapid tes perhati sarung tangan petugs sarung tangan tugas pegang oasien rapid tes sarung tangan tugas pegang panjenengan sin letak rawan tular virus ngga tugas ngga pegang positif reaktif negatif tular rapid tes laku massal
655,1.0,"Ratusan Warga China yang Menetap di Indonesia Menuju Singapura karena Virus Corona Ratusan warga china yang Menetap di Indonesia tadi Pagi meninggalkan Indonesia Menuju Singapura karena situasi virus Corona yang menyerang Indonesia Mereka akan Kembali lagi jika situasi Di Indonesia Kembali normal,",ratus warga china indonesia tuju singapura virus corona ratus warga china indonesia pagi tinggal indonesia tuju singapura situasi virus corona serang indonesia situasi indonesia normal
656,1.0,the Simpsons 1993 memprediksi Corona virus dari China Jangan pernah meremehkan the simpsons… the Simpsons 1993.. Corona virus dari China..,simpsons  1993  prediksi corona virus china remeh simpsons simpsons  1993  corona virus china
657,1.0,"Setelah Membakar Al-Quran Jari Tangan Pria Ini Menghitam dan Membusuk Mengeluarkan Bau Menjijikan Azab yang sangat pedih menimpa seorang warga negara Amerika. Karena merobek-robek dan membakar Al-qur’an, dia terkena penyakit yang sangat misteri. Semua jari di kedua tangannya melepuh, membusuk, dan menghitam. Selain itu, pada lukanya tersebut juga menimbulkan aroma yang tak sedap.",bakar al-quran jari tangan pria busuk bau jijik azab pedih timpa warga negara amerika robek bakar al-qur kena sakit misteri jari tangan lepuh busuk luka timbul aroma sedap
658,1.0,"Cara Cepat Cek Jantung Dengan Air dan Es Batu *INGIN MENGETAHUI BAGAIMANA KESEHATAN JANTUNG ANDA?*
 Tes sederhana ini mendeteksi seberapa sehat jantung kita.
 Menjaga jantung agar tetap berfungsi dengan baik sangat penting untuk kehidupan sehat jangka panjang.",cepat cek jantung air batu sehat jantung tes sederhana deteksi sehat jantung jaga jantung fungsi hidup sehat jangka
659,1.0,Suntingan Video Merry Riana Indonesia Bubar? VIRAL: INDONESIA BUBAR ? INI VIDEO MERRY RIANA YANG ASLI (TONTON SAMPAI HABIS) !!! |,sunting video merry riana indonesia bubar viral indonesia bubar video merry riana tonton habis
660,1.0,"AM HendroPriyono Meninggal Di Singapura INNALILAHIWAINALRAJIUN..
TELAH MATI SEORANG PEMBANTAI RAKYAT HENDROPRAYONO D SINGAPORE…JGN D UCAPI MENINGGAL..KARNA DIA PEMBANTAI MANUSIA",hendropriyono tinggal singapura innalilahiwainalrajiun mati bantai rakyat hendroprayono singapore jgn tinggal karna bantai manusia
661,1.0,"CNN Indonesia Buat Berita Berjudul SERTIFIKAT GANDA KERJA REZIM JOKOWI CNN INDONESIA

SERTIFIKAT GANDA KERJA REZIM JOKOWI
10 November 2018",cnn indonesia berita judul sertifikat ganda kerja rezim jokowi cnn indonesia sertifikat ganda kerja rezim jokowi november  2018 
662,1.0,"paham politik gak sih pak? Aduh pak, bukan kelemahannya pak Jokowi itu,
anda yang gak mudeng, justru itu yang bikin anda dan kampret makin terlihat bodoh,
paham politik gak sih pak?",politik aduh lemah jokowi mudeng bikin kampret lihat bodoh politik
663,1.0,"Judul Berita Prabowo: Mengaji Tidak Dibutuhkan Dalam Memimpin Negara ah Pokoknya apa kata Prabowo laaah…..
 Amin Rais jangan nyinyir yaaaa keh keh keh",judul berita prabowo aji pimpin negara pokok prabowo laah amin rais nyinyir yaa keh keh keh
664,1.0,"Kalimantan Barat Memanas MENANG SONGONG, KALAH NGAMUK!",kalimantan barat panas menang songong kalah ngamuk
665,1.0,"Tersangka Ujaran Kebencian Dosen USU, Himma Dewiyana, Dibebaskan Terima kasih bang Romo Syafi’i dan Ketua KAHMI telah membantu membebaskan ibu Himma.",sangka benci dosen usu himma dewiyana bebas bang romo syafi ketua kahmi bantu bebas himma
666,1.0,"PENDAFTARAN PESERTA UJI NYALI MASIH DUNIA LAIN TRANS 7 DI PABRIK MERCON PENDAFTARAN PESERTA ACARA UJI NYALI “MASIH DUNIA LAIN” TELEVISI TRANS 7 :
Buat para spookiers yang pengen ikutan uji nyali, langsung kirim data melalui email, data yang perlu diisi adalah;
Nama :
Umur :
Alamat :
Pekerjaan :
Motivasi ikut uji nyali :
No Telp :",daftar uji nyali dunia trans pabrik mercon daftar acara uji nyali dunia televisi trans spookiers ken uji nyali data email data isi nama umur kerja motivasi uji nyali telp
667,1.0,"Kartu SIM XL, Indosat, Smarfren, dan Telkomsel Disadap Badan Intelijen AS Kemenkominfo melalui Badan Regulasi Telekomunikasi Indonesia (BRTI) menyatakan telah menerima laporan investigasi operator seluler terkait dugaan penyadapan pada kartu SIM buatan Gemalto ( Hutchinson 3, XL Axiata, Indosat, Telkomsel) oleh badan intelijen AS, National Security Agency (NSA) dan Government Communication Headquarter (GCHQ).",kartu sim indosat smarfren telkomsel sadap badan intelijen kemenkominfo badan regulasi telekomunikasi indonesia brti nyata lapor investigasi operator seluler kait duga sadap kartu sim gemalto hutchinson axiata indosat telkomsel badan intelijen national security agency nsa government communication headquarter gchq
668,1.0,Pelaku Bom Kampung Melayu adalah Anggota Polisi Pelaku Bom Kampung Melayu adalah Anggota Polisi,laku bom kampung melayu anggota polisi laku bom kampung melayu anggota polisi
669,1.0,Foto Helikopter-Tank Pertama di Dunia Buatan Turki dan Pakistan Foto Helikopter-Tank Pertama di Dunia Buatan Turki dan Pakistan,helikopter-tank dunia turki pakistan helikopter-tank dunia turki pakistan
670,1.0,"Es Krim Merek AICE Bosnya Orang Cina dan Bahannya Kimia Semua Siang tadi sy mampir di distributor es krim merk _*Aice*_ yg sedang marak penetrasi bisnisnya yg terletak di selatan tugu lilin makam haji, melihat banyak spanduk bertulisan china iseng2 sy tanya penjaga counter yg didepan pinggir jln, bos nya orang mana mba jakarta atau solo, dijawab : “orang china”, lho kok tau kalau org china apa sdh pernah ketemu? Tris dia nunjuk disebuah mobil avanza putih, itu bosnya di dlm mobil itu, ngomongnya aja pake bhs china , dia asli datang dari china ..katanya. Penasaran sy tunggu si bos keluar dari mobil, betul ternyata chino!!",krim merek aice cina bahan kimia siang mampir distributor krim merk aice marak penetrasi bisnis letak selatan tugu lilin makam haji lihat spanduk china iseng 2  jaga counter pinggir jln mba jakarta solo china org china ketemu tris nunjuk buah mobil avanza putih dlm mobil ngomongnya pake bhs china china penasaran mobil nyata chino
671,1.0,Video yang menunjukkan anak Muslim yang disiksa oleh Budha di Myanmar Video yang menunjukkan anak ‘Muslim’ yang disiksa oleh ‘Budha’ di Myanmar,video anak muslim siksa budha myanmar video anak muslim siksa budha myanmar
672,1.0,Foto Kerusuhan Demo Anti Trump di Amerika Serikat Foto Kerusuhan Demo Anti Trump di Amerika Serikat,rusuh demo anti trump amerika serikat rusuh demo anti trump amerika serikat
673,1.0,"bentrok antar ormas Gerakan Jaga Indonesia dengan FPI, LPI dan HTI di Kota Bandung pada 27 Juli 2020 Aksi demo yang tanpa tujuan di depan Gedung DPR-MPR yang di lakukan 50 orang simpatisan PDI-P di komandoi oleh Boedi Djarot dkk, yang menginjak-injak, merobek, dan membakar Poster Habib Rizieq Syihab, ternyata berbuntut panjang. Di kota bandung terjadi Bentrok antara Ormas Gerakan Jaga Indonesia ( GJI-PDI-P ) dengan Ormas-ormas Islam FPI, HTI, LPI, pembela dan penjaga Pancasila, Nkri dan Ulama. Akibatnya 7 orang anggota ormasa Gerakan Jaga Indonesia & PDI-P mati kena sabetan pedang Lasykar FPI, dari pihak HTI 1 orang mengalami luka sabetan di bahu. Bukan itu saja Bentrokan pun meluas hingga terjadi Kebakaran beberapa pertokoan yang berdekatan dengan Markas PDI-P, karena lemparan Bom Molotov. Aparat Polisi pun tidak berani ke Tkp",bentrok ormas gera jaga indonesia fpi lpi hti kota bandung juli  2020  aksi demo tuju gedung dpr-mpr laku simpatisan pdi-p komando boedi djarot dkk injak robek bakar poster habib rizieq syihab nyata buntut kota bandung bentrok ormas gera jaga indonesia gji-pdi-p ormas-ormas islam fpi hti lpi bela jaga pancasila nkri ulama akibat anggota ormasa gera jaga indonesia pdi-p mati kena sabet pedang lasykar fpi hti alami luka sabet bahu bentrok luas bakar toko markas pdi-p lempar bom molotov aparat polisi berani tkp
674,1.0,Gubernur Jakarta Anies Baswedan mendapat penghargaan terbaik di seluruh dunia dalam penanganan COVID-19 GUBERNUR JAKARTA ANIES BASWEDAN MENDAPAT PENGHARGAAN TERBAIK DI SELURUH DUNIA DALAM PENANGANAN COVID-19,gubernur jakarta anies baswedan harga dunia tangan covid- 19  gubernur jakarta anies baswedan harga dunia tangan covid- 19 
675,1.0,"masyarakat New Zealand belajar Wudhu Kabar Terbaru dari NEW ZEALAND Subhanallah,,,, masyarakat New Zealand pd belajar Wudhu. Dan Kumpul di Lapangan. Mereka Mulai Belajar dan Mendalami Islam Kalau Allah Sudah Berkehendak,, ! Semua bisa terjadi. Allahu Akbar !!! Sungguh Allah Maha Pembolak Balik Hati Manusia",masyarakat new zealand ajar wudhu kabar new zealand subhanallah masyarakat new zealand ajar wudhu kumpul lapang ajar islam allah allahu akbar allah maha bolak manusia
676,1.0,Sejumlah Polisi India Telah Tiba Di Indonesia Kabar Terkini.. Sejumlah Polisi India Telah Tiba Di Indonesia Untuk menertibkan Masyarakat yg tdk mau tinggal di rumah..Siapkan Pantat dan Minyak Gosok.,polisi india indonesia kabar polisi india indonesia tertib masyarakat tdk tinggal rumah pantat minyak gosok
677,1.0,"Antisipasi Corona, Seluruh BUMN DKI Ditutup ANTISIPASI CORONA, SELURUH BUMN DKI DITUTUP",antisipasi corona bumn dki tutup antisipasi corona bumn dki tutup
678,1.0,"Ketua KPU Imbau Masyarakat Hormati Hasil Pemilu Walau Banyak Kecurangan Ketua KPU Imbau Masyarakat Hormati Hasil Pemilu Walau Banyak Kecurangan,",ketua kpu imbau masyarakat hormat hasil milu curang ketua kpu imbau masyarakat hormat hasil milu curang
679,1.0,"Universitas Brawijaya dan UMM Bantah Liburkan Perkuliahan karena Ada Aksi Mahasiswa Hoaks, mbak. Kegiatan belajar normal, kegiatan kampus juga normal",universitas brawijaya umm bantah libur kuliah aksi mahasiswa hoaks giat ajar normal giat kampus normal
680,1.0,"Luthfi Abdul Hadi Meminta Maaf kepada Kiai Said Aqil Siroj Akhirnya Gus Ipul wakil Gubernur jatim turun tangan menyelesaikan FITNAH yg di tuduhkan kepada ketum PBNU PROF DR KH Said Aqil Siroj.
 Semoga para tukang fitnah tidak kejang2 …",luthfi abdul had maaf kiai said aqil siroj gus ipul wakil gubernur jatim turun tangan selesai fitnah tuduh tum pbnu prof said aqil siroj moga tukang fitnah kejang 2 
681,1.0,Asosiasi Guru Bahasa dan Sastra Indonesia Kecam Anies Baswedan Asosiasi Guru Bahasa dan Sastra Indonesia Kecam Anies Baswedan Lihai Tata Kata untuk Bodohi Warga Jakarta,asosiasi guru bahasa sastra indonesia kecam anies baswedan asosiasi guru bahasa sastra indonesia kecam anies baswedan lihai tata bodoh warga jakarta
682,1.0,"Syukuran Jokowi 2 p Syukuran Jokowi 2 p,, tnp kamera ,bawa bekal sendiri, kompak,, salam Jokowi",syukur jokowi syukur jokowi tnp kamera bawa bekal kompak salam jokowi
683,1.0,"Masukan Persatuan Tunanetra Indonesia Terkait Braile Surat Suara di Jakarta 80% Salah Semua Info dari Pertuni

Ini masukan aja tadi dari Pertuni (persatuan tunanetra Indonesia) yg di Jkt ngecek surat suara yg braile ke KPU ternyata hampir 80% salah semua",masuk tunanetra indonesia kait braile surat suara jakarta salah tun masuk tun tunanetra indonesia jkt ngecek surat suara braile kpu nyata salah
684,1.0,"Hasil Scanning Port Bolong KPU harusnya punya server sendiri. Ini bawa2 ITB, Moratel.. Gimana pemilu berikutnya…",hasil scanning port bolong kpu server bawa 2  itb moratel gimana milu
685,1.0,REKRUTMEN PT PINDAD Sehubungan dengan rekrutmen calon karyawan pada pt pindad untuk wilayah kerja meliputi Region Sulawesi,rekrutmen pindad hubung rekrutmen calon karyawan pindad wilayah kerja liput region sulawesi
686,1.0,"Mark Zuckerberg, CEO Facebook, Menemukan Kata BFF Test FB tmn2 disini……
 
 Mark Zuckerberg, CEO Facebook, menemukan kata BFF, untuk memastikan akun anda aman di facebook. Ketik Bff di komentar,
 Jika terlihat hijau, akun anda dilindungi.
 Jika tidak muncul dalam warna hijau, ubah kata sandi anda segera karena mungkin diretas oleh seseorang.
 # Copied",mark zuckerberg ceo facebook temu bff test tmn 2  mark zuckerberg ceo facebook temu bff aman facebook ketik bff komentar lihat hijau lindung muncul warna hijau sandi retas copied
687,1.0,"Jalan Slamet Riyadi Kota Solo Tergenang Banjir Wali Kota Solo FX Hadi Rudyatmo geram dengan informasi hoax terkait banjir di Jalan Slamet Riyadi, Solo.",slamet riyadi kota solo genang banjir wali kota solo had rudyatmo geram informasi hoax kait banjir slamet riyadi solo
688,1.0,"Mahalnya Biaya Sekolah Pelayaran 3 Tahun sekolah pelayaran
Udah bayarnya mahal setiap hari dididik militer sakit hati sakit badan.”.",mahal biaya sekolah layar sekolah layar udah bayar mahal didik militer sakit sakit badan
689,1.0,Video Peserta Aksi 411 Merusak Toko Sisa Video Pendemo yang menjarah warung di Jakarta 4 November semalam. Di share biar tahu kelakuannya!,video aksi  411  rusak toko sisa video demo jarah warung jakarta november malam share biar laku
690,1.0,51% Saham Taxi Express Sudah Dimiliki oleh Sandiaga Uno Kepemilikan 51% saham Taxi Express oleh pengusaha dan bakal cagub Sandiaga Uno,saham taxi express milik sandiaga uno milik saham taxi express usaha cagub sandiaga uno
691,1.0,"Mesin Mobil Sering Mati Di Atas Rel Kereta Api […] MENGAPA MESIN MOBIL SERING MATI DI ATAS PERLINTASAN REL KERETA API
 
 Org awam terkadang mengira hal ini di sbbkan krn perlintasan tsb angker/kurang sajen dan kemenyan/ada demit dll",mesin mobil mati rel kereta api mesin mobil mati lintas rel kereta api org awam ira sbbkan krn lintas tsb angker sajen kemenyan demit dll
692,1.0,"Minggu 21 Juni 2020 Baim Wong Rilis Hadiah Buat 500 Orang Pemenang Minggu, 21 Juni 2020 BUAT 500 ORANG PEMENANG Rilis Hadiah!",juni  2020  baim rilis hadiah  500  menang juni  2020   500  menang rilis hadiah
693,1.0,"Panggilan Seleksi Rekrutmen Pertamina Tanggal 7-8 Juni 2020 Surat bernomor 20198/HRD/PT Pertamina Persero/VI/2020 perihal panggilan seleksi rekrutmen karyawan (i). Dalam surat disebutkan lokasi seleksi rekrutmen di Gedung Perwira 2 Lantai 1 Jl. Medan Merdeka Timur 1A, Jakarta Pusat.",panggil seleksi rekrutmen pertamina tanggal  7 - 8  juni  2020  surat nomor  20198  hrd pertamina persero  2020  perihal panggil seleksi rekrutmen karyawan surat lokasi seleksi rekrutmen gedung perwira lantai medan merdeka timur jakarta pusat
694,1.0,Video Gereja minta di azankan corona ga aktif bila di dengarkan azan Gereja minta di azankan..mrk yakin krn berdasarkan riset corona ga aktif bila di dengarkan azan atau Alquran.Mashaallah.,video gereja azan corona aktif dengar azan gereja azan mrk krn dasar riset corona aktif dengar azan alquran mashaallah
695,1.0,Video In America there has been looting everywhere for fear of the corona virus In America there has been looting everywhere for fear of the corona virus,video america there has been looting everywhere for fear corona virus america there has been looting everywhere for fear corona virus
